entry_time,exit_time,side,entry,exit,lots,pnl,reason
2023-11-01,2023-11-02,1,151.30000634765625,150.49400634765624,0.05,-27.21666666666706,stop
2023-11-06,2023-11-07,-1,149.44300512695312,150.03517117061202,0.06,-24.10664174635569,stop
2023-11-07,2023-11-08,1,149.99499841308594,150.36399841308594,0.27,64.52999999999996,tp
2023-11-15,2023-11-16,-1,150.47900061035156,150.63500061035157,0.27,-29.97000000000107,stop
2023-11-16,2023-11-17,1,151.22099633789063,150.5271594568294,0.05,-23.47789603537435,stop
2023-11-20,2023-11-21,-1,149.93600134277344,147.9988693335727,0.05,64.22106697335747,tp
2024-01-04,2024-01-05,1,143.00499291992188,144.80071590149453,0.05,59.50743271908841,tp
2024-02-01,2024-02-02,-1,146.99000219726562,147.2558026453588,0.16,-29.472047796606713,stop
2024-02-05,2024-02-07,1,148.50700708007813,147.7010070800781,0.05,-27.21666666666706,stop
2024-03-01,2024-03-04,-1,150.08900122070312,150.24500122070313,0.27,-29.97000000000107,stop
2024-03-05,2024-03-06,1,150.47200341796875,150.18074974751,0.14,-28.16367590948409,stop
2024-03-06,2024-03-07,-1,150.0429959716797,149.4861574329195,0.18,65.56062465122271,tp
2024-03-18,2024-03-19,1,148.9610018310547,149.3300018310547,0.27,64.52999999999996,tp
2024-05-03,2024-05-06,-1,153.0389981689453,153.84499816894532,0.05,-27.21666666666706,stop
